compound,modifier,head,interpretation,type
ballgame,ball,game,game being ball,H being M
ballgame,ball,game,game that is ball,H that is M
ballgame,ball,game,game location is ball,H location is M
ballgame,ball,game,game whose location is ball,H whose location is M
ballgame,ball,game,game located on ball,H located on M
ballgame,ball,game,ball location is game,M location is H
ballgame,ball,game,ball whose location is game,M whose location is H
ballgame,ball,game,ball located on game,M located on H
ballgame,ball,game,game made of ball,H made of M
ballgame,ball,game,game makes ball,H makes M
ballgame,ball,game,game making ball,H making M
ballgame,ball,game,game that makes ball,H that makes M
ballgame,ball,game,game used by ball,H used by M
ballgame,ball,game,game uses ball,H uses M
ballgame,ball,game,game using ball,H using M
ballgame,ball,game,game that uses ball,H that uses M
ballgame,ball,game,game located in ball,H located in M
ballgame,ball,game,game located at ball,H located at M
ballgame,ball,game,ball located in game,M located in H
ballgame,ball,game,ball located at game,M located at H
ballroom,ball,room,ballroom,same
ballroom,ball,room,room about ball,H about M
ballroom,ball,room,room by ball,H by M
ballroom,ball,room,room caused by ball,H caused by M
ballroom,ball,room,room causes ball,H causes M
ballroom,ball,room,room causing ball,H causing M
ballroom,ball,room,room that causes ball,H that causes M
ballroom,ball,room,room during ball,H during M
ballroom,ball,room,room for ball,H for M
ballroom,ball,room,room from ball,H from M
ballroom,ball,room,room has ball,H has M
ballroom,ball,room,room having ball,H having M
ballroom,ball,room,room that has ball,H that has M
ballroom,ball,room,ball has room,M has H
ballroom,ball,room,ball having room,M having H
ballroom,ball,room,ball that has room,M that has H
ballroom,ball,room,room is ball,H is M
ballroom,ball,room,room being ball,H being M
ballroom,ball,room,room that is ball,H that is M
ballroom,ball,room,room location is ball,H location is M
ballroom,ball,room,room whose location is ball,H whose location is M
ballroom,ball,room,room located on ball,H located on M
ballroom,ball,room,ball location is room,M location is H
ballroom,ball,room,ball whose location is room,M whose location is H
ballroom,ball,room,ball located on room,M located on H
ballroom,ball,room,room made of ball,H made of M
ballroom,ball,room,room makes ball,H makes M
ballroom,ball,room,room making ball,H making M
ballroom,ball,room,room that makes ball,H that makes M
ballroom,ball,room,room used by ball,H used by M
ballroom,ball,room,room uses ball,H uses M
ballroom,ball,room,room using ball,H using M
ballroom,ball,room,room that uses ball,H that uses M
ballroom,ball,room,room located in ball,H located in M
ballroom,ball,room,room located at ball,H located at M
ballroom,ball,room,ball located in room,M located in H
ballroom,ball,room,ball located at room,M located at H
bandshell,band,shell,bandshell,same
bandshell,band,shell,shell about band,H about M
bandshell,band,shell,shell by band,H by M
bandshell,band,shell,shell caused by band,H caused by M
bandshell,band,shell,shell causes band,H causes M
bandshell,band,shell,shell causing band,H causing M
bandshell,band,shell,shell that causes band,H that causes M
bandshell,band,shell,shell during band,H during M
bandshell,band,shell,shell for band,H for M
bandshell,band,shell,shell from band,H from M
bandshell,band,shell,shell has band,H has M
bandshell,band,shell,shell having band,H having M
bandshell,band,shell,shell that has band,H that has M
bandshell,band,shell,band has shell,M has H
bandshell,band,shell,band having shell,M having H
bandshell,band,shell,band that has shell,M that has H
bandshell,band,shell,shell is band,H is M
bandshell,band,shell,shell being band,H being M
bandshell,band,shell,shell that is band,H that is M
bandshell,band,shell,shell location is band,H location is M
bandshell,band,shell,shell whose location is band,H whose location is M
bandshell,band,shell,shell located on band,H located on M
bandshell,band,shell,band location is shell,M location is H
bandshell,band,shell,band whose location is shell,M whose location is H
bandshell,band,shell,band located on shell,M located on H
bandshell,band,shell,shell made of band,H made of M
bandshell,band,shell,shell makes band,H makes M
bandshell,band,shell,shell making band,H making M
bandshell,band,shell,shell that makes band,H that makes M
bandshell,band,shell,shell used by band,H used by M
bandshell,band,shell,shell uses band,H uses M
bandshell,band,shell,shell using band,H using M
bandshell,band,shell,shell that uses band,H that uses M
bandshell,band,shell,shell located in band,H located in M
bandshell,band,shell,shell located at band,H located at M
bandshell,band,shell,band located in shell,M located in H
bandshell,band,shell,band located at shell,M located at H
bandstand,band,stand,bandstand,same
bandstand,band,stand,stand about band,H about M
bandstand,band,stand,stand by band,H by M
bandstand,band,stand,stand caused by band,H caused by M
bandstand,band,stand,stand causes band,H causes M
bandstand,band,stand,stand causing band,H causing M
bandstand,band,stand,stand that causes band,H that causes M
bandstand,band,stand,stand during band,H during M
bandstand,band,stand,stand for band,H for M
bandstand,band,stand,stand from band,H from M
bandstand,band,stand,stand has band,H has M
bandstand,band,stand,stand having band,H having M
bandstand,band,stand,stand that has band,H that has M
bandstand,band,stand,band has stand,M has H
bandstand,band,stand,band having stand,M having H
bandstand,band,stand,band that has stand,M that has H
bandstand,band,stand,stand is band,H is M
bandstand,band,stand,stand being band,H being M
bandstand,band,stand,stand that is band,H that is M
bandstand,band,stand,stand location is band,H location is M
bandstand,band,stand,stand whose location is band,H whose location is M
bandstand,band,stand,stand located on band,H located on M
bandstand,band,stand,band location is stand,M location is H
bandstand,band,stand,band whose location is stand,M whose location is H
bandstand,band,stand,band located on stand,M located on H
bandstand,band,stand,stand made of band,H made of M
bandstand,band,stand,stand makes band,H makes M
bandstand,band,stand,stand making band,H making M
bandstand,band,stand,stand that makes band,H that makes M
bandstand,band,stand,stand used by band,H used by M
bandstand,band,stand,stand uses band,H uses M
bandstand,band,stand,stand using band,H using M
bandstand,band,stand,stand that uses band,H that uses M
bandstand,band,stand,stand located in band,H located in M
bandstand,band,stand,stand located at band,H located at M
bandstand,band,stand,band located in stand,M located in H
bandstand,band,stand,band located at stand,M located at H
banknote,bank,note,banknote,same
banknote,bank,note,note about bank,H about M
banknote,bank,note,note by bank,H by M
banknote,bank,note,note caused by bank,H caused by M
banknote,bank,note,note causes bank,H causes M
banknote,bank,note,note causing bank,H causing M
banknote,bank,note,note that causes bank,H that causes M
banknote,bank,note,note during bank,H during M
banknote,bank,note,note for bank,H for M
banknote,bank,note,note from bank,H from M
banknote,bank,note,note has bank,H has M
banknote,bank,note,note having bank,H having M
banknote,bank,note,note that has bank,H that has M
banknote,bank,note,bank has note,M has H
banknote,bank,note,bank having note,M having H
banknote,bank,note,bank that has note,M that has H
banknote,bank,note,note is bank,H is M
banknote,bank,note,note being bank,H being M
banknote,bank,note,note that is bank,H that is M
banknote,bank,note,note location is bank,H location is M
banknote,bank,note,note whose location is bank,H whose location is M
banknote,bank,note,note located on bank,H located on M
banknote,bank,note,bank location is note,M location is H
banknote,bank,note,bank whose location is note,M whose location is H
banknote,bank,note,bank located on note,M located on H
banknote,bank,note,note made of bank,H made of M
banknote,bank,note,note makes bank,H makes M
banknote,bank,note,note making bank,H making M
banknote,bank,note,note that makes bank,H that makes M
banknote,bank,note,note used by bank,H used by M
banknote,bank,note,note uses bank,H uses M
banknote,bank,note,note using bank,H using M
banknote,bank,note,note that uses bank,H that uses M
banknote,bank,note,note located in bank,H located in M
banknote,bank,note,note located at bank,H located at M
banknote,bank,note,bank located in note,M located in H
banknote,bank,note,bank located at note,M located at H
barnyard,barn,yard,barnyard,same
barnyard,barn,yard,yard about barn,H about M
barnyard,barn,yard,yard by barn,H by M
barnyard,barn,yard,yard caused by barn,H caused by M
barnyard,barn,yard,yard causes barn,H causes M
barnyard,barn,yard,yard causing barn,H causing M
barnyard,barn,yard,yard that causes barn,H that causes M
barnyard,barn,yard,yard during barn,H during M
barnyard,barn,yard,yard for barn,H for M
barnyard,barn,yard,yard from barn,H from M
barnyard,barn,yard,yard has barn,H has M
barnyard,barn,yard,yard having barn,H having M
barnyard,barn,yard,yard that has barn,H that has M
barnyard,barn,yard,barn has yard,M has H
barnyard,barn,yard,barn having yard,M having H
barnyard,barn,yard,barn that has yard,M that has H
barnyard,barn,yard,yard is barn,H is M
barnyard,barn,yard,yard being barn,H being M
barnyard,barn,yard,yard that is barn,H that is M
barnyard,barn,yard,yard location is barn,H location is M
barnyard,barn,yard,yard whose location is barn,H whose location is M
barnyard,barn,yard,yard located on barn,H located on M
barnyard,barn,yard,barn location is yard,M location is H
barnyard,barn,yard,barn whose location is yard,M whose location is H
barnyard,barn,yard,barn located on yard,M located on H
barnyard,barn,yard,yard made of barn,H made of M
barnyard,barn,yard,yard makes barn,H makes M
barnyard,barn,yard,yard making barn,H making M
barnyard,barn,yard,yard that makes barn,H that makes M
barnyard,barn,yard,yard used by barn,H used by M
barnyard,barn,yard,yard uses barn,H uses M
barnyard,barn,yard,yard using barn,H using M
barnyard,barn,yard,yard that uses barn,H that uses M
barnyard,barn,yard,yard located in barn,H located in M
barnyard,barn,yard,yard located at barn,H located at M
barnyard,barn,yard,barn located in yard,M located in H
barnyard,barn,yard,barn located at yard,M located at H
baseball,base,ball,baseball,same
baseball,base,ball,ball about base,H about M
baseball,base,ball,ball by base,H by M
baseball,base,ball,ball caused by base,H caused by M
